 0    0    0    0  -20    0   24    0   -9    0    1   |  0.000   0.000  -1.200  -0.375  -0.111
-1    0    9    0  -22    0   22    0   -9    0    1   | -9.000  -2.444  -1.000  -0.409  -0.111
 0    0    9    0  -25    0   24    0   -9    0    1   |  0.000  -2.778  -0.960  -0.375  -0.111
 0    0    0    0   -5    0   18    0   -9    0    1   |  0.000   0.000  -3.600  -0.500  -0.111
 0    0    0    0   -9    0   18    0   -9    0    1   |  0.000   0.000  -2.000  -0.500  -0.111
 0    0    0    0   -9    0   21    0   -9    0    1   |  0.000   0.000  -2.333  -0.429  -0.111
 0    0    0    0   -8    0   21    0   -9    0    1   |  0.000   0.000  -2.625  -0.429  -0.111
 0    0    0    0  -11    0   21    0   -9    0    1   |  0.000   0.000  -1.909  -0.429  -0.111
 0    0    0    0   -9    0   22    0   -9    0    1   |  0.000   0.000  -2.444  -0.409  -0.111
 0    0    0    0  -11    0   22    0   -9    0    1   |  0.000   0.000  -2.000  -0.409  -0.111
 0    0    0    0  -12    0   21    0   -9    0    1   |  0.000   0.000  -1.750  -0.429  -0.111
 0    0    0    0  -14    0   21    0   -9    0    1   |  0.000   0.000  -1.500  -0.429  -0.111
 0    0    0    0  -15    0   23    0   -9    0    1   |  0.000   0.000  -1.533  -0.391  -0.111
